name,version,publisher,install_date,install_location,uninstall_string,registry_root,registry_view,registry_path
Microsoft Office OSM MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-00E1-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-00E1-0409-1000-0000000FF1CE}
Microsoft Office OSM UX MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-00E2-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-00E2-0409-1000-0000000FF1CE}
Microsoft Office Shared Setup Metadata MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-0115-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0115-0409-1000-0000000FF1CE}
Microsoft Access Setup Metadata MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-0117-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0117-0409-1000-0000000FF1CE}
Microsoft Skype for Business MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-012B-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-012B-0409-1000-0000000FF1CE}
Microsoft .NET Host - 9.0.16 (x64),72.64.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{9452FD92-08CC-4935-BFE0-62075C1E4851},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{9452FD92-08CC-4935-BFE0-62075C1E4851}
SQL Server 2025 Shared Management Objects Extensions,17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{94962D86-1582-46C3-8627-20F31D634678},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{94962D86-1582-46C3-8627-20F31D634678}
vs_minshellx64msi,18.3.11407,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{9ACEDAA0-0DCB-4506-9BBC-8848C8481617},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{9ACEDAA0-0DCB-4506-9BBC-8848C8481617}
Microsoft OLE DB Driver for SQL Server,18.7.5.0,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{9E43DE89-BFB0-49E5-A622-E9A01F1C63DB},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{9E43DE89-BFB0-49E5-A622-E9A01F1C63DB}
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.56.52051,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{A23E7627-A531-4DFE-BC43-EF426FA9AAE0},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{A23E7627-A531-4DFE-BC43-EF426FA9AAE0}
SQL Server 2025 Database Engine Shared,17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{A2B4819A-61D5-41FF-9297-65993A52C14B},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{A2B4819A-61D5-41FF-9297-65993A52C14B}
Microsoft .NET Standard Targeting Pack - 2.1.0 (x64),24.0.28113,Microsoft Corporation,2025-10-04,,MsiExec.exe /X{A7036CFB-B403-4598-85FF-D397ABB88173},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{A7036CFB-B403-4598-85FF-D397ABB88173}
Microsoft Teams Meeting Add-in for Microsoft Office,1.26.16801,Microsoft,2026-07-04,,MsiExec.exe /I{A7AB73A3-CB10-4AA5-9D38-6AEFFBDE4C91},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{A7AB73A3-CB10-4AA5-9D38-6AEFFBDE4C91}
Microsoft ASP.NET Core 9.0.16 Shared Framework (x64),9.0.16.26230,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{A97FFE91-38B0-3017-9D0E-53D0BB7AF224},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{A97FFE91-38B0-3017-9D0E-53D0BB7AF224}
Microsoft .NET Runtime - 9.0.16 (x64),72.64.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{AB89A259-8D10-4578-B462-43AEDC4F166E},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{AB89A259-8D10-4578-B462-43AEDC4F166E}
Microsoft .NET AppHost Pack - 9.0.16 (x64),72.64.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{AF140745-3CCB-48C2-B436-F90C52BCCA3D},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{AF140745-3CCB-48C2-B436-F90C52BCCA3D}
Microsoft OLE DB Driver 19 for SQL Server,19.4.1.0,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{AFFC3E2E-B4E9-40CE-8F85-9D104554535C},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{AFFC3E2E-B4E9-40CE-8F85-9D104554535C}
Microsoft .NET AppHost Pack - 9.0.16 (x64_x86),72.64.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{B1570298-B0F3-4B22-9221-B3374496D315},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{B1570298-B0F3-4B22-9221-B3374496D315}
Python 3.14.2 pip Bootstrap (64-bit),3.14.2150.0,Python Software Foundation,2026-01-31,,MsiExec.exe /I{B629CC25-B4E0-4A9E-99C9-216A14F4144A},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{B629CC25-B4E0-4A9E-99C9-216A14F4144A}
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{BF70C598-51E6-4932-AB5E-AF1BEA8304B1},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{BF70C598-51E6-4932-AB5E-AF1BEA8304B1}
SQL Server 2025 XEvent,17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{C347F6C3-80D1-4396-A0B9-EF2F66863D04},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{C347F6C3-80D1-4396-A0B9-EF2F66863D04}
Universal CRT Tools x64,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{C7F2EF85-ACD3-0480-6BC2-0C3B45A8F1C1},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{C7F2EF85-ACD3-0480-6BC2-0C3B45A8F1C1}
Microsoft Windows Desktop Runtime - 8.0.27 (x64),64.108.52193,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{D024132A-E9B9-4C41-BBD4-B12DA02ABE81},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{D024132A-E9B9-4C41-BBD4-B12DA02ABE81}
Microsoft SQL Server 2025 RsFx Driver,17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{D0B7FEAB-4315-44E5-90E1-58E967E8F1C1},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{D0B7FEAB-4315-44E5-90E1-58E967E8F1C1}
Microsoft Windows Desktop Targeting Pack - 8.0.27 (x64),64.108.52193,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{D6759B67-3BCE-4B52-AAED-13203216132C},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{D6759B67-3BCE-4B52-AAED-13203216132C}
Application Verifier x64 External Package (DesktopEditions),10.1.26100.7705,Microsoft,2026-05-17,,MsiExec.exe /I{D75B3C63-F3BB-5EC1-45A7-15C00BBB9D3F},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{D75B3C63-F3BB-5EC1-45A7-15C00BBB9D3F}
Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64),26.0.9752,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{DCB49BE7-CAB9-4AF2-9CB5-C3F0567771AE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{DCB49BE7-CAB9-4AF2-9CB5-C3F0567771AE}
Microsoft ASP.NET Core 8.0.27 Targeting Pack (x64),8.0.27.26230,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{E2402B15-EB35-3BD4-AF32-5C4327E9A08A},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{E2402B15-EB35-3BD4-AF32-5C4327E9A08A}
SQL Server 2025 SQL Diagnostics,17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{E50D9138-967D-43C2-93C8-60E874B8F8BF},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{E50D9138-967D-43C2-93C8-60E874B8F8BF}
Microsoft SQL Server 2019 LocalDB ,15.0.4382.1,Microsoft Corporation,2026-02-23,,MsiExec.exe /I{E5B3A478-C4C3-49E3-8384-A12D4B2008D4},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{E5B3A478-C4C3-49E3-8384-A12D4B2008D4}
Microsoft Windows Desktop Targeting Pack - 9.0.16 (x64),72.64.52194,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{E9ED4D6F-DEC9-44C4-887F-930F97323824},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{E9ED4D6F-DEC9-44C4-887F-930F97323824}
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{ECB34BE2-9FB8-4EAD-9022-14775DCCB8EA},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{ECB34BE2-9FB8-4EAD-9022-14775DCCB8EA}
Python 3.14.2 Core Interpreter (64-bit),3.14.2150.0,Python Software Foundation,2026-01-31,,MsiExec.exe /I{EF39D56D-D2F1-4D1E-87EF-6D3FC9EF4D5D},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{EF39D56D-D2F1-4D1E-87EF-6D3FC9EF4D5D}
Python 3.14.2 Test Suite (64-bit),3.14.2150.0,Python Software Foundation,2026-01-31,,MsiExec.exe /I{F2FCB28C-F751-4F4C-A9B4-E1A70DDDADCD},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{F2FCB28C-F751-4F4C-A9B4-E1A70DDDADCD}
Microsoft ASP.NET Core 9.0.16 Targeting Pack (x64),9.0.16.26230,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{F40E0B10-47A3-3A37-A7E8-5873743FB3FE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{F40E0B10-47A3-3A37-A7E8-5873743FB3FE}
Microsoft .NET Runtime - 8.0.27 (x64),64.108.52182,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{F46044EA-04A3-4472-9368-2915A0C34868},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{F46044EA-04A3-4472-9368-2915A0C34868}
VS Script Debugging Common,17.0.157.0,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{F5796163-6EC6-488A-B2DE-E1E94477F6AD},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{F5796163-6EC6-488A-B2DE-E1E94477F6AD}
IntelliTraceProfilerProxy,15.0.21225.01,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{F8B9E8C8-61E8-4E9E-879D-F3F498AD0230},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{F8B9E8C8-61E8-4E9E-879D-F3F498AD0230}
Microsoft ASP.NET Core 8.0.27 Shared Framework (x64),8.0.27.26230,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{F8F7CE65-5BAB-3446-98A3-3EABF39A7853},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{F8F7CE65-5BAB-3446-98A3-3EABF39A7853}
Autopsy,4.23.1,Sleuth Kit Labs,2026-07-26,C:\Program Files\Autopsy-4.23.1\,MsiExec.exe /I{FA56FDAD-66A0-40DB-A0E9-3F8FCBFF40B6},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{FA56FDAD-66A0-40DB-A0E9-3F8FCBFF40B6}
Windows SDK DirectX x64 Remote,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{FB7C4DC7-7641-04B7-6639-589757B86783},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{FB7C4DC7-7641-04B7-6639-589757B86783}
Microsoft .NET AppHost Pack - 8.0.27 (x64_arm64),64.108.52182,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{FC97F9BA-6A75-47B2-AAAA-27C3FCC03ED2},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{FC97F9BA-6A75-47B2-AAAA-27C3FCC03ED2}
Python 3.14.2 Standard Library (64-bit),3.14.2150.0,Python Software Foundation,2026-01-31,,MsiExec.exe /I{FDF326B0-ECA5-42EC-9125-7F5ACD5995B8},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{FDF326B0-ECA5-42EC-9125-7F5ACD5995B8}
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.44.35211,14.44.35211,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{FE85AA49-3522-4663-9F52-9CD9E9837189},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{FE85AA49-3522-4663-9F52-9CD9E9837189}
Microsoft VSS Writer for SQL Server 2025,17.0.1000.7,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{FEC10394-D378-48E4-8A10-5BFCE3098A05},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{FEC10394-D378-48E4-8A10-5BFCE3098A05}
Visual Studio Community 2022,17.14.32,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Visual Studio\2022\Community,"""C:\Program Files (x86)\Microsoft Visual Studio\Installer\setup.exe"" uninstall --installPath ""C:\Program Files\Microsoft Visual Studio\2022\Community""",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\2bb484ba
SQL Server Management Studio 22,22.3.0,Microsoft Corporation,2026-02-19,C:\Program Files\Microsoft SQL Server Management Studio 22\Release,"""C:\Program Files (x86)\Microsoft Visual Studio\Installer\setup.exe"" uninstall --installPath ""C:\Program Files\Microsoft SQL Server Management Studio 22\Release""",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\cc73b366
Dev-C++,5.9.2,Bloodshed Software,,,C:\Program Files (x86)\Dev-Cpp\uninstall.exe,HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Dev-C++
Google Chrome,150.0.7871.187,Google LLC,2026-07-26,C:\Program Files\Google\Chrome\Application,"""C:\Program Files\Google\Chrome\Application\150.0.7871.187\Installer\setup.exe"" --uninstall --channel=stable --system-level --verbose-logging",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Google Chrome
Copilot,150.0.4078.96,Microsoft Corporation,2026-07-29,C:\Program Files (x86)\Microsoft\Copilot\Application,"""C:\Program Files (x86)\Microsoft\Copilot\Application\150.0.4078.96\Installer\copilot_setup.exe"" --uninstall --mscopilot --channel=stable --system-level --verbose-logging",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Microsoft Copilot
Microsoft Edge,150.0.4078.105,Microsoft Corporation,2026-07-29,C:\Program Files (x86)\Microsoft\Edge\Application,"""C:\Program Files (x86)\Microsoft\Edge\Application\150.0.4078.105\Installer\setup.exe"" --uninstall --msedge --channel=stable --system-level --verbose-logging",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Microsoft Edge
Microsoft Edge WebView2 Runtime,150.0.4078.105,Microsoft Corporation,2026-07-29,C:\Program Files (x86)\Microsoft\EdgeWebView\Application,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\150.0.4078.105\Installer\setup.exe"" --uninstall --msedgewebview --system-level --verbose-logging",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Microsoft EdgeWebView
Npcap,1.88,Nmap Project,,C:\Program Files\Npcap,"""C:\Program Files\Npcap\uninstall.exe""",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\NpcapInst
Simple Sticky Notes 6.8.5,6.8.5,Simnet Ltd.,2025-12-11,C:\Program Files (x86)\Simnet\Simple Sticky Notes\,"""C:\Program Files (x86)\Simnet\Simple Sticky Notes\unins000.exe""",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Simple Sticky Notes_is1
WampServer 2.2,,Hervé Leclerc (HeL),2025-12-19,c:\wamp\,"""c:\wamp\unins000.exe""",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\WampServer 2_is1
Wireshark 4.6.7 x64,4.6.7,"The Wireshark developer community, https://www.wireshark.org",,C:\Program Files\Wireshark,"""C:\Program Files\Wireshark\uninstall-wireshark.exe""",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Wireshark
Intel(R) Wireless Bluetooth(R),23.160.0.9,Intel Corporation,2025-10-17,C:\Program Files (x86)\Intel\,MsiExec.exe /I{00000160-0230-1033-84C8-B8D95FA3C8C3},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{00000160-0230-1033-84C8-B8D95FA3C8C3}
Microsoft Visual Studio Setup Configuration,4.3.2028.6109,Microsoft Corporation,2026-02-18,,MsiExec.exe /I{01E4EF41-67F2-4529-AEA4-07938100CAC1},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{01E4EF41-67F2-4529-AEA4-07938100CAC1}
Universal CRT Extension SDK,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{0343A2EB-5CCA-79B9-18A4-ABD484A97924},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{0343A2EB-5CCA-79B9-18A4-ABD484A97924}
MSI Development Tools,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{06671634-35F4-43F1-1B57-68B7CE54E5B3},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{06671634-35F4-43F1-1B57-68B7CE54E5B3}
Windows SDK AddOn,10.1.0.0,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{06FB9A8C-080E-4209-8CA0-DB3A4124F784},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{06FB9A8C-080E-4209-8CA0-DB3A4124F784}
WinRT Intellisense UAP - Other Languages,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{099E916C-D17E-7E1A-0046-3AD1D042102F},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{099E916C-D17E-7E1A-0046-3AD1D042102F}
Windows SDK Desktop Headers arm64,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{0A1B70B0-DD98-1BCC-6958-D5AD8BBAF2B2},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{0A1B70B0-DD98-1BCC-6958-D5AD8BBAF2B2}
Realtek USB Audio,6.3.9600.2299,Realtek Semiconductor Corp.,2025-10-03,C:\Program Files (x86)\Realtek\Audio,"""C:\Program Files (x86)\InstallShield Installation Information\{0A46A65D-89AC-464C-8026-3CD44960BD04}\setup.exe"" -runfromtemp  -removeonly",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{0A46A65D-89AC-464C-8026-3CD44960BD04}
Microsoft Visual C++ v14 Redistributable (x86) - 14.50.35719,14.50.35719.0,Microsoft Corporation,,,"""C:\ProgramData\Package Cache\{0e4ccf1b-d073-4cfe-8a24-e86185719b56}\VC_redist.x86.exe""  /uninstall",HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{0e4ccf1b-d073-4cfe-8a24-e86185719b56}
Windows SDK DirectX x86 Remote,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{11C0EB4F-A1BA-2068-49A5-F7C242708BA2},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{11C0EB4F-A1BA-2068-49A5-F7C242708BA2}
Windows SDK Desktop Libs x64,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{12C6754C-2086-9BFC-1292-FA0BE54009E6},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{12C6754C-2086-9BFC-1292-FA0BE54009E6}
Microsoft .NET Framework 4.7.2 Targeting Pack,4.7.03062,Microsoft Corporation,2025-10-04,,MsiExec.exe /X{1784A8CD-F7FE-47E2-A87D-1F31E7242D0D},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1784A8CD-F7FE-47E2-A87D-1F31E7242D0D}
vs_CoreEditorFonts,17.7.40001,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{1851460E-0E63-4117-B5BA-25A2F045801B},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1851460E-0E63-4117-B5BA-25A2F045801B}
vs_clickoncebootstrappermsi,17.14.36015,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{1A1BF820-6D25-4B65-8C95-F29487B1CB34},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1A1BF820-6D25-4B65-8C95-F29487B1CB34}
vs_tipsmsi,17.14.36015,Microsoft Corporation,2025-10-04,,MsiExec.exe /I{1A3719B4-93AA-4DCD-885C-2AF1AB6EC358},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1A3719B4-93AA-4DCD-885C-2AF1AB6EC358}
Microsoft .NET Framework Cumulative Intellisense Pack for Visual Studio (ENU),4.8.09037,Microsoft Corporation,2025-10-04,,MsiExec.exe /X{1A9C3A1A-566B-4CFA-8B27-71FC623963BE},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1A9C3A1A-566B-4CFA-8B27-71FC623963BE}
Microsoft ASP.NET Core 8.0.27 Targeting Pack (x86),8.0.27.26230,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{1AE97514-05C1-3C87-8B1A-CCFE8B1E1FA9},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1AE97514-05C1-3C87-8B1A-CCFE8B1E1FA9}
Windows Team Extension SDK,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{1F507473-1077-3AB8-2E11-C839AE4E27B8},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1F507473-1077-3AB8-2E11-C839AE4E27B8}
Microsoft .NET Runtime - 8.0.27 (x86),64.108.52182,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{2390A310-0611-4EFE-A389-1E19527E1270},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{2390A310-0611-4EFE-A389-1E19527E1270}
Entity Framework 6.5.0 Tools  for Visual Studio 2022,6.5.0.0,Microsoft Corporation,2025-10-04,,MsiExec.exe /X{24B966F3-162C-429F-A075-9B11D89AE721},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{24B966F3-162C-429F-A075-9B11D89AE721}
Windows SDK Modern Non-Versioned Developer Tools,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{26BD6DC6-3F0F-4C17-A78C-5D06459F39C0},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{26BD6DC6-3F0F-4C17-A78C-5D06459F39C0}
vs_communitysharedmsi,18.3.11407,Microsoft Corporation,2026-02-19,,MsiExec.exe /I{27C86F13-C8FC-4B30-9B9B-4C47F7CD752A},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{27C86F13-C8FC-4B30-9B9B-4C47F7CD752A}
Windows SDK Desktop Libs arm64,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{2C37C218-88FF-9E58-0151-1AF693535792},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{2C37C218-88FF-9E58-0151-1AF693535792}
Windows SDK for Windows Store Apps Libs,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{2CAA22A5-36FE-21B0-5A67-3BE172FEFF12},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{2CAA22A5-36FE-21B0-5A67-3BE172FEFF12}
Microsoft .NET Targeting Pack - 9.0.16 (x86),72.64.52183,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{2CE8685A-C991-4CD8-9B31-07127B462C10},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{2CE8685A-C991-4CD8-9B31-07127B462C10}
WinRT Intellisense IoT - Other Languages,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{3120663A-4F7D-252C-2829-1B9DBEDFEEED},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{3120663A-4F7D-252C-2829-1B9DBEDFEEED}
Microsoft Windows Desktop Targeting Pack - 8.0.27 (x86),64.108.52193,Microsoft Corporation,2026-05-17,,MsiExec.exe /X{355D2EBD-C661-4528-B952-A2EA133680A4},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{355D2EBD-C661-4528-B952-A2EA133680A4}
Universal CRT Redistributable,10.1.26100.7705,Microsoft Corporation,2026-05-17,,MsiExec.exe /I{368E4D03-5983-1C2C-B42E-1C0C51A935A5},HKLM,32-bit,SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{368E4D03-5983-1C2C-B42E-1C0C51A935A5}
